AGS,Jahr,Anlagen_kumuliert,Nettoleistung_kW_kumuliert,Wind_Density_kW_km2_kumuliert
03359,1963,0,0,0
03359,1964,0,0,0
03359,1965,0,0,0
03359,1966,0,0,0
03359,1967,0,0,0
03359,1968,0,0,0
03359,1969,0,0,0
03359,1970,0,0,0
03359,1971,0,0,0
03359,1972,0,0,0
03359,1973,0,0,0
03359,1974,0,0,0
03359,1975,0,0,0
03359,1976,0,0,0
03359,1977,0,0,0
03359,1978,0,0,0
03359,1979,0,0,0
03359,1980,0,0,0
03359,1981,0,0,0
03359,1982,0,0,0
03359,1983,0,0,0
03359,1984,0,0,0
03359,1985,0,0,0
03359,1986,0,0,0
03359,1987,0,0,0
03359,1988,0,0,0
03359,1989,0,0,0
03359,1990,0,0,0
03359,1991,0,0,0
03359,1992,1,225,0.17752879911630107
03359,1993,1,225,0.17752879911630107
03359,1994,1,225,0.17752879911630107
03359,1995,8,4425,3.491399715953921
03359,1996,15,8525,6.726368944295407
03359,1997,19,10825,8.541107779706484
03359,1998,20,11425,9.014517910683288
03359,1999,31,27525,21.71768975856083
03359,2000,46,40925,32.29051601704276
03359,2001,66,75925,59.906106990689594
03359,2002,70,83125,65.58702856241123
03359,2003,90,113725,89.73094524222817
03359,2004,102,135325,106.77370995739308
03359,2005,102,135325,106.77370995739308
03359,2006,102,135325,106.77370995739308
03359,2007,104,139325,109.92977749723843
03359,2008,104,139325,109.92977749723843
03359,2009,106,142125,112.13902477513018
03359,2010,108,146225,115.37399400347167
03359,2011,108,146225,115.37399400347167
03359,2012,117,166925,131.70664352217136
03359,2013,120,168425,132.89016884961336
03359,2014,125,179884.8,141.9321445478933
03359,2015,126,182184.8,143.74688338330438
03359,2016,146,241874.8,190.84330124664666
03359,2017,180,349974.8,276.1360265109673
03359,2018,182,352984.7,278.51088843301244
03359,2019,192,386184.7,304.7062490137289
03359,2020,197,404834.7,319.4214139182578
03359,2021,201,427234.7,337.0953921413918
03359,2022,207,449635.7,354.77015938141074
03359,2023,211,458165.2,361.5000789016885
03360,1960,0,0,0
03360,1961,0,0,0
03360,1962,0,0,0
03360,1963,0,0,0
03360,1964,0,0,0
03360,1965,0,0,0
03360,1966,0,0,0
03360,1967,0,0,0
03360,1968,0,0,0
03360,1969,0,0,0
03360,1970,0,0,0
03360,1971,0,0,0
03360,1972,0,0,0
03360,1973,0,0,0
03360,1974,0,0,0
03360,1975,0,0,0
03360,1976,0,0,0
03360,1977,0,0,0
03360,1978,0,0,0
03360,1979,0,0,0
03360,1980,0,0,0
03360,1981,0,0,0
03360,1982,0,0,0
03360,1983,0,0,0
03360,1984,0,0,0
03360,1985,0,0,0
03360,1986,0,0,0
03360,1987,0,0,0
03360,1988,0,0,0
03360,1989,0,0,0
03360,1990,0,0,0
03360,1991,0,0,0
03360,1992,0,0,0
03360,1993,0,0,0
03360,1994,0,0,0
03360,1995,0,0,0
03360,1996,0,0,0
03360,1997,0,0,0
03360,1998,1,500,0.34185462973725056
03360,1999,1,500,0.34185462973725056
03360,2000,1,500,0.34185462973725056
03360,2001,3,1700,1.162305741106652
03360,2002,19,23000,15.725312967913526
03360,2003,34,44100,30.1515783428255
03360,2004,36,48147,32.91854971591881
03360,2005,36,48147,32.91854971591881
03360,2006,55,77147,52.74611824067934
03360,2007,61,89147,60.95062935437335
03360,2008,62,90647,61.9761932435851
03360,2009,72,108247,74.00947621033632
03360,2010,79,119897,81.97468908321426
03360,2011,79,119897,81.97468908321426
03360,2012,79,119897,81.97468908321426
03360,2013,82,125159,85.57236720656908
03360,2014,86,134359,91.8624923937345
03360,2015,87,136559,93.36665276457839
03360,2016,88,138759,94.8708131354223
03360,2017,88,138759,94.8708131354223
03360,2018,95,158759,108.54499832491233
03360,2019,98,169559,115.92905832723693
03360,2020,100,177959,121.67221610682275
03360,2021,113,226809,155.07141343215213
03360,2022,120,265309,181.3942199219204
03360,2023,140,370810,253.52623050573976
03361,1960,0,0,0
03361,1961,0,0,0
03361,1962,0,0,0
03361,1963,0,0,0
03361,1964,0,0,0
03361,1965,0,0,0
03361,1966,0,0,0
03361,1967,0,0,0
03361,1968,0,0,0
03361,1969,0,0,0
03361,1970,0,0,0
03361,1971,0,0,0
03361,1972,0,0,0
03361,1973,0,0,0
03361,1974,0,0,0
03361,1975,0,0,0
03361,1976,0,0,0
03361,1977,0,0,0
03361,1978,0,0,0
03361,1979,0,0,0
03361,1980,0,0,0
03361,1981,0,0,0
03361,1982,0,0,0
03361,1983,0,0,0
03361,1984,0,0,0
03361,1985,0,0,0
03361,1986,0,0,0
03361,1987,0,0,0
03361,1988,0,0,0
03361,1989,0,0,0
03361,1990,0,0,0
03361,1991,0,0,0
03361,1992,0,0,0
03361,1993,0,0,0
03361,1994,0,0,0
03361,1995,0,0,0
03361,1996,1,270,0.34206225533047013
03361,1997,1,270,0.34206225533047013
03361,1998,2,570,0.7221314279198814
03361,1999,3,1870,2.369097842473997
03361,2000,5,4820,6.106444706269874
03361,2001,5,4820,6.106444706269874
03361,2002,8,9770,12.37758605399516
03361,2003,23,34320,43.47991334422865
03361,2004,29,42120,53.36171183155334
03361,2005,39,61120,77.43275942888272
03361,2006,48,74520,94.40918247120976
03361,2007,50,76120,96.43621805835328
03361,2008,54,84120,106.57139599407091
03361,2009,54,84120,106.57139599407091
03361,2010,54,84120,106.57139599407091
03361,2011,54,84120,106.57139599407091
03361,2012,59,95620,121.14071427666501
03361,2013,62,102520,129.88230524622148
03361,2014,63,104820,132.7961689027403
03361,2015,63,104820,132.7961689027403
03361,2016,64,104823.5,132.80060304308716
03361,2017,71,124723.5,158.0118581581848
03361,2018,75,136723.5,173.21462506176124
03361,2019,84,163133.5,206.67338122204907
03361,2020,88,178783.5,226.50032305879668
03361,2021,91,191383.5,242.46322830755196
03361,2022,92,196983.5,249.5578528625543
03361,2023,93,202583.5,256.65247741755667
03401,1960,0,0,0
03401,1961,0,0,0
03401,1962,0,0,0
03401,1963,0,0,0
03401,1964,0,0,0
03401,1965,0,0,0
03401,1966,0,0,0
03401,1967,0,0,0
03401,1968,0,0,0
03401,1969,0,0,0
03401,1970,0,0,0
03401,1971,0,0,0
03401,1972,0,0,0
03401,1973,0,0,0
03401,1974,0,0,0
03401,1975,0,0,0
03401,1976,0,0,0
03401,1977,0,0,0
03401,1978,0,0,0
03401,1979,0,0,0
03401,1980,0,0,0
03401,1981,0,0,0
03401,1982,0,0,0
03401,1983,0,0,0
03401,1984,0,0,0
03401,1985,0,0,0
03401,1986,0,0,0
03401,1987,0,0,0
03401,1988,0,0,0
03401,1989,0,0,0
03401,1990,0,0,0
03401,1991,0,0,0
03401,1992,0,0,0
03401,1993,0,0,0
03401,1994,2,1000,16.01281024819856
03401,1995,2,1000,16.01281024819856
03401,1996,2,1000,16.01281024819856
03401,1997,2,1000,16.01281024819856
03401,1998,2,1000,16.01281024819856
03401,1999,2,1000,16.01281024819856
03401,2000,3,2650,42.43394715772618
03401,2001,3,2650,42.43394715772618
03401,2002,3,2650,42.43394715772618
03401,2003,3,2650,42.43394715772618
03401,2004,3,2650,42.43394715772618
03401,2005,3,2650,42.43394715772618
03401,2006,5,5650,90.47237790232185
03401,2007,5,5650,90.47237790232185
03401,2008,5,5650,90.47237790232185
03401,2009,5,5650,90.47237790232185
03401,2010,5,5650,90.47237790232185
03401,2011,5,5650,90.47237790232185
03401,2012,5,5650,90.47237790232185
03401,2013,5,5650,90.47237790232185
03401,2014,5,5650,90.47237790232185
03401,2015,5,5650,90.47237790232185
03401,2016,5,5650,90.47237790232185
03401,2017,5,5650,90.47237790232185
03401,2018,5,5650,90.47237790232185
03401,2019,5,5650,90.47237790232185
03401,2020,5,5650,90.47237790232185
03401,2021,8,17850,285.82866293034425
03401,2022,8,17850,285.82866293034425
03401,2023,8,17850,285.82866293034425
03402,1960,0,0,0
03402,1961,0,0,0
03402,1962,0,0,0
03402,1963,0,0,0
03402,1964,0,0,0
03402,1965,0,0,0
03402,1966,0,0,0
03402,1967,0,0,0
03402,1968,0,0,0
03402,1969,0,0,0
03402,1970,0,0,0
03402,1971,0,0,0
03402,1972,0,0,0
03402,1973,0,0,0
03402,1974,0,0,0
03402,1975,0,0,0
03402,1976,0,0,0
03402,1977,0,0,0
03402,1978,0,0,0
03402,1979,0,0,0
03402,1980,0,0,0
03402,1981,0,0,0
03402,1982,0,0,0
03402,1983,0,0,0
03402,1984,0,0,0
03402,1985,0,0,0
03402,1986,0,0,0
03402,1987,0,0,0
03402,1988,0,0,0
03402,1989,0,0,0
03402,1990,0,0,0
03402,1991,0,0,0
03402,1992,0,0,0
03402,1993,2,1000,8.901548869503292
03402,1994,5,2600,23.144027060708563
03402,1995,9,4610,41.03614028841018
03402,1996,11,5720,50.916859533558835
03402,1997,13,8720,77.62150614206871
03402,1998,13,8720,77.62150614206871
03402,1999,15,11720,104.3261527505786
03402,2000,37,43880,390.5999643938045
03402,2001,44,54380,484.0662275235891
03402,2002,52,66680,593.5552786184796
03402,2003,52,66680,593.5552786184796
03402,2004,55,83180,740.4308349652839
03402,2005,59,101180,900.6587146163432
03402,2006,61,107180,954.068007833363
03402,2007,64,122260,1088.3033647854727
03402,2008,67,135760,1208.474274523767
03402,2009,68,143260,1275.2358910450419
03402,2010,68,143260,1275.2358910450419
03402,2011,68,143260,1275.2358910450419
03402,2012,68,143260,1275.2358910450419
03402,2013,68,143260,1275.2358910450419
03402,2014,74,161310,1435.9088481395763
03402,2015,76,167310,1489.318141356596
03402,2016,76,167310,1489.318141356596
03402,2017,82,185110,1647.7657112337547
03402,2018,84,193510,1722.5387217375824
03402,2019,84,193510,1722.5387217375824
03402,2020,84,193510,1722.5387217375824
03402,2021,84,193510,1722.5387217375824
03402,2022,84,193510,1722.5387217375824
03402,2023,84,193510,1722.5387217375824
03403,1960,0,0,0
03403,1961,0,0,0
03403,1962,0,0,0
03403,1963,0,0,0
03403,1964,0,0,0
03403,1965,0,0,0
03403,1966,0,0,0
03403,1967,0,0,0
03403,1968,0,0,0
03403,1969,0,0,0
03403,1970,0,0,0
03403,1971,0,0,0
03403,1972,0,0,0
03403,1973,0,0,0
03403,1974,0,0,0
03403,1975,0,0,0
03403,1976,0,0,0
03403,1977,0,0,0
03403,1978,0,0,0
03403,1979,0,0,0
03403,1980,0,0,0
03403,1981,0,0,0
03403,1982,0,0,0
03403,1983,0,0,0
03403,1984,0,0,0
03403,1985,0,0,0
03403,1986,0,0,0
03403,1987,0,0,0
03403,1988,0,0,0
03403,1989,0,0,0
03403,1990,0,0,0
03403,1991,0,0,0
03403,1992,0,0,0
03403,1993,0,0,0
03403,1994,0,0,0
03403,1995,0,0,0
03403,1996,0,0,0
03403,1997,0,0,0
03403,1998,0,0,0
03403,1999,0,0,0
03403,2000,0,0,0
03403,2001,4,3600,34.92094286545736
03403,2002,4,3600,34.92094286545736
03403,2003,4,3600,34.92094286545736
03403,2004,4,3600,34.92094286545736
03403,2005,4,3600,34.92094286545736
03403,2006,4,3600,34.92094286545736
03403,2007,4,3600,34.92094286545736
03403,2008,4,3600,34.92094286545736
03403,2009,4,3600,34.92094286545736
03403,2010,4,3600,34.92094286545736
03403,2011,4,3600,34.92094286545736
03403,2012,4,3600,34.92094286545736
03403,2013,4,3600,34.92094286545736
03403,2014,8,15800,153.26413813172954
03403,2015,8,15800,153.26413813172954
03403,2016,8,15800,153.26413813172954
03403,2017,8,15800,153.26413813172954
03403,2018,8,15800,153.26413813172954
03403,2019,8,15800,153.26413813172954
03403,2020,8,15800,153.26413813172954
03403,2021,8,15800,153.26413813172954
03403,2022,8,15800,153.26413813172954
03403,2023,8,15800,153.26413813172954
03404,1960,0,0,0
03404,1961,0,0,0
03404,1962,0,0,0
03404,1963,0,0,0
03404,1964,0,0,0
03404,1965,0,0,0
03404,1966,0,0,0
03404,1967,0,0,0
03404,1968,0,0,0
03404,1969,0,0,0
03404,1970,0,0,0
03404,1971,0,0,0
03404,1972,0,0,0
03404,1973,0,0,0
03404,1974,0,0,0
03404,1975,0,0,0
03404,1976,0,0,0
03404,1977,0,0,0
03404,1978,0,0,0
03404,1979,0,0,0
03404,1980,0,0,0
03404,1981,0,0,0
03404,1982,0,0,0
03404,1983,0,0,0
03404,1984,0,0,0
03404,1985,0,0,0
03404,1986,0,0,0
03404,1987,0,0,0
03404,1988,0,0,0
03404,1989,0,0,0
03404,1990,0,0,0
03404,1991,0,0,0
03404,1992,0,0,0
03404,1993,1,150,1.2520868113522539
03404,1994,1,150,1.2520868113522539
03404,1995,1,150,1.2520868113522539
03404,1996,1,150,1.2520868113522539
03404,1997,1,150,1.2520868113522539
03404,1998,2,750,6.260434056761269
03404,1999,2,750,6.260434056761269
03404,2000,2,750,6.260434056761269
03404,2001,2,750,6.260434056761269
03404,2002,2,750,6.260434056761269
03404,2003,2,750,6.260434056761269
03404,2004,2,750,6.260434056761269
03404,2005,2,750,6.260434056761269
03404,2006,2,750,6.260434056761269
03404,2007,2,750,6.260434056761269
03404,2008,2,750,6.260434056761269
03404,2009,2,750,6.260434056761269
03404,2010,5,6750,56.34390651085142
03404,2011,5,6750,56.34390651085142
03404,2012,5,6750,56.34390651085142
03404,2013,5,6750,56.34390651085142
03404,2014,5,6750,56.34390651085142
03404,2015,5,6750,56.34390651085142
03404,2016,5,6750,56.34390651085142
03404,2017,5,6750,56.34390651085142
03404,2018,5,6750,56.34390651085142
03404,2019,5,6750,56.34390651085142
03404,2020,5,6750,56.34390651085142
03404,2021,5,6750,56.34390651085142
03404,2022,6,10200,85.14190317195326
03404,2023,6,10200,85.14190317195326
03405,1960,0,0,0
03405,1961,0,0,0
03405,1962,0,0,0
03405,1963,0,0,0
03405,1964,0,0,0
03405,1965,0,0,0
03405,1966,0,0,0
03405,1967,0,0,0
03405,1968,0,0,0
03405,1969,0,0,0
03405,1970,0,0,0
03405,1971,0,0,0
03405,1972,0,0,0
03405,1973,0,0,0
03405,1974,0,0,0
03405,1975,0,0,0
03405,1976,0,0,0
03405,1977,0,0,0
03405,1978,0,0,0
03405,1979,0,0,0
03405,1980,0,0,0
03405,1981,0,0,0
03405,1982,0,0,0
03405,1983,0,0,0
03405,1984,0,0,0
03405,1985,0,0,0
03405,1986,0,0,0
03405,1987,0,0,0
03405,1988,0,0,0
03405,1989,0,0,0
03405,1990,0,0,0
03405,1991,0,0,0
03405,1992,0,0,0
03405,1993,0,0,0
03405,1994,0,0,0
03405,1995,7,3900,36.41116609093455
03405,1996,7,3900,36.41116609093455
03405,1997,7,3900,36.41116609093455
03405,1998,13,6900,64.41975539165344
03405,1999,13,6900,64.41975539165344
03405,2000,14,9400,87.76024647558584
03405,2001,14,9400,87.76024647558584
03405,2002,18,17400,162.44981794416955
03405,2003,18,17400,162.44981794416955
03405,2004,18,17400,162.44981794416955
03405,2005,20,22400,209.13080011203436
03405,2006,20,22400,209.13080011203436
03405,2007,21,24700,230.60405190925218
03405,2008,24,31800,296.8910465876202
03405,2009,25,34100,318.36429838483804
03405,2010,25,34100,318.36429838483804
03405,2011,25,34100,318.36429838483804
03405,2012,26,36400,339.83755018205585
03405,2013,26,36400,339.83755018205585
03405,2014,31,57900,540.5657735038745
03405,2015,32,61400,573.2424610213799
03405,2016,35,64759.6,604.6083465596116
03405,2017,42,87859.6,820.2744841751471
03405,2018,43,91059.6,850.1503127625806
03405,2019,43,91059.6,850.1503127625806
03405,2020,44,93359.6,871.6235645597984
03405,2021,46,101359.6,946.3131360283821
03405,2022,46,101359.6,946.3131360283821
03405,2023,46,101359.6,946.3131360283821
03451,1960,0,0,0
03451,1961,0,0,0
03451,1962,0,0,0
03451,1963,0,0,0
03451,1964,0,0,0
03451,1965,0,0,0
03451,1966,0,0,0
03451,1967,0,0,0
03451,1968,0,0,0
03451,1969,0,0,0
03451,1970,0,0,0
03451,1971,0,0,0
03451,1972,0,0,0
03451,1973,0,0,0
03451,1974,0,0,0
03451,1975,0,0,0
03451,1976,0,0,0
03451,1977,0,0,0
03451,1978,0,0,0
03451,1979,0,0,0
03451,1980,0,0,0
03451,1981,0,0,0
03451,1982,0,0,0
03451,1983,0,0,0
03451,1984,0,0,0
03451,1985,0,0,0
03451,1986,0,0,0
03451,1987,0,0,0
03451,1988,0,0,0
03451,1989,0,0,0
03451,1990,0,0,0
03451,1991,0,0,0
03451,1992,0,0,0
03451,1993,0,0,0
03451,1994,0,0,0
03451,1995,3,1500,2.0529665366454526
03451,1996,4,1680,2.299322521042907
03451,1997,4,1680,2.299322521042907
03451,1998,7,3180,4.35228905768836
03451,1999,8,4480,6.131526722781086
03451,2000,11,6280,8.59508656675563
03451,2001,29,29780,40.75822897420105
03451,2002,41,45680,62.51967426264285
03451,2003,46,54680,74.83747348251558
03451,2004,48,58280,79.76459317046466
03451,2005,48,58280,79.76459317046466
03451,2006,48,58280,79.76459317046466
03451,2007,48,58280,79.76459317046466
03451,2008,48,58280,79.76459317046466
03451,2009,48,58280,79.76459317046466
03451,2010,50,62880,86.06035721617738
03451,2011,51,65180,89.20823923903374
03451,2012,52,68550,93.82057072469719
03451,2013,55,78660,107.65756518168754
03451,2014,56,80960,110.8054472045439
03451,2015,56,80960,110.8054472045439
03451,2016,56,80960,110.8054472045439
03451,2017,57,84330,115.41777869020736
03451,2018,58,88530,121.16608499281462
03451,2019,58,88530,121.16608499281462
03451,2020,58,88530,121.16608499281462
03451,2021,58,88530,121.16608499281462
03451,2022,59,88545,121.18661465818107
03451,2023,59,88545,121.18661465818107
03452,1960,0,0,0
03452,1961,0,0,0
03452,1962,0,0,0
03452,1963,0,0,0
03452,1964,0,0,0
03452,1965,0,0,0
03452,1966,0,0,0
03452,1967,0,0,0
03452,1968,0,0,0
03452,1969,0,0,0
03452,1970,0,0,0
03452,1971,0,0,0
03452,1972,0,0,0
03452,1973,0,0,0
03452,1974,0,0,0
03452,1975,0,0,0
03452,1976,0,0,0
03452,1977,0,0,0
03452,1978,0,0,0
03452,1979,0,0,0
03452,1980,0,0,0
03452,1981,0,0,0
03452,1982,0,0,0
03452,1983,0,0,0
03452,1984,0,0,0
03452,1985,0,0,0
03452,1986,0,0,0
03452,1987,0,0,0
03452,1988,0,0,0
03452,1989,0,0,0
03452,1990,1,80,0.06214267959234403
03452,1991,10,1760,1.3671389510315686
03452,1992,31,6895,5.3559221973651505
03452,1993,44,11405,8.859215759383545
03452,1994,84,29035.5,22.55429716629381
03452,1995,108,40560.5,31.506726945065875
03452,1996,120,45860.5,35.62367946805867
03452,1997,133,51660.5,40.129023738503605
03452,1998,133,51660.5,40.129023738503605
03452,1999,139,60160.5,46.73168344519016
03452,2000,195,119460.5,92.79494469301517
03452,2001,213,139690.5,108.50927479492917
03452,2002,258,213890.5,166.14661011682824
03452,2003,287,266890.5,207.31613534675617
03452,2004,306,303090.5,235.43569786229185
03452,2005,315,321440.5,249.68967499378576
03452,2006,335,361440.5,280.76101478995776
03452,2007,363,409240.5,317.8912658463833
03452,2008,380,425950.5,330.8713180462342
03452,2009,413,505050.5,392.31489249316434
03452,2010,429,546730.5,424.6912285607756
03452,2011,451,596730.5,463.5304033059906
03452,2012,456,606130.5,470.832168158091
03452,2013,481,662730.5,514.7981139696744
03452,2014,515,748030.5,581.0577460850112
03452,2015,528,786930.5,611.2746240367885
03452,2016,563,868140.3,674.3570563012678
03452,2017,622,1016690.3,789.7482444693017
03452,2018,629,1041790.3,809.2455101913996
03452,2019,629,1041790.3,809.2455101913996
03452,2020,629,1041790.3,809.2455101913996
03452,2021,632,1048690.3,814.6053163062393
03452,2022,632,1048690.3,814.6053163062393
03452,2023,637,1060749.9,823.973014541387
03453,1960,0,0,0
03453,1961,0,0,0
03453,1962,0,0,0
03453,1963,0,0,0
03453,1964,0,0,0
03453,1965,0,0,0
03453,1966,0,0,0
03453,1967,0,0,0
03453,1968,0,0,0
03453,1969,0,0,0
03453,1970,0,0,0
03453,1971,0,0,0
03453,1972,0,0,0
03453,1973,0,0,0
03453,1974,0,0,0
03453,1975,0,0,0
03453,1976,0,0,0
03453,1977,0,0,0
03453,1978,0,0,0
03453,1979,0,0,0
03453,1980,0,0,0
03453,1981,0,0,0
03453,1982,0,0,0
03453,1983,0,0,0
03453,1984,0,0,0
03453,1985,0,0,0
03453,1986,0,0,0
03453,1987,0,0,0
03453,1988,0,0,0
03453,1989,0,0,0
03453,1990,0,0,0
03453,1991,0,0,0
03453,1992,2,160,0.11264829091421129
03453,1993,5,470,0.33090435456049566
03453,1994,14,2310,1.6263597000739256
03453,1995,31,9935,6.994754813954308
03453,1996,44,16115,11.345795050515719
03453,1997,54,21815,15.358890414334496
03453,1998,58,24815,17.471045868975956
03453,1999,58,24815,17.471045868975956
03453,2000,85,61535,43.32382863378745
03453,2001,102,85535,60.221072270919144
03453,2002,123,116885,82.29309677192242
03453,2003,128,124885,87.92551131763298
03453,2004,133,133215,93.79026296335411
03453,2005,140,147215,103.6469884183476
03453,2006,141,147545,103.87932551835816
03453,2007,150,167045,117.60833597352766
03453,2008,159,187745,132.18220861055374
03453,2009,166,202045,142.25014961101138
03453,2010,173,216045,152.10687506600487
03453,2011,183,239045,168.30006688492273
03453,2012,187,249745,175.83342133981063
03453,2013,211,320895,225.92670820572397
03453,2014,231,381845,268.8386665258563
03453,2015,235,393895,277.32249093533284
03453,2016,236,396895,279.4346463899743
03453,2017,259,461401.5,324.85056500158413
03453,2018,264,474331.3,333.95381420072516
03453,2019,269,490531.3,345.3594536557891
03453,2020,269,490531.3,345.3594536557891
03453,2021,269,490531.3,345.3594536557891
03453,2022,269,490531.3,345.3594536557891
03453,2023,269,490531.3,345.3594536557891
03454,1960,0,0,0
03454,1961,0,0,0
03454,1962,0,0,0
03454,1963,0,0,0
03454,1964,0,0,0
03454,1965,0,0,0
03454,1966,0,0,0
03454,1967,0,0,0
03454,1968,0,0,0
03454,1969,0,0,0
03454,1970,0,0,0
03454,1971,0,0,0
03454,1972,0,0,0
03454,1973,0,0,0
03454,1974,0,0,0
03454,1975,0,0,0
03454,1976,0,0,0
03454,1977,0,0,0
03454,1978,0,0,0
03454,1979,0,0,0
03454,1980,0,0,0
03454,1981,0,0,0
03454,1982,0,0,0
03454,1983,0,0,0
03454,1984,0,0,0
03454,1985,0,0,0
03454,1986,0,0,0
03454,1987,0,0,0
03454,1988,0,0,0
03454,1989,0,0,0
03454,1990,0,0,0
03454,1991,2,160,0.05548504331301194
03454,1992,4,320,0.11097008662602388
03454,1993,14,1640,0.5687216939583724
03454,1994,22,3710,1.2865594418204644
03454,1995,49,17069,5.919213776936255
03454,1996,64,24669,8.554753334304323
03454,1997,70,27869,9.664454200564562
03454,1998,75,31669,10.982223979248595
03454,1999,85,43369,15.039567771512592
03454,2000,105,74929,25.983992565004197
03454,2001,137,128929,44.71019468314573
03454,2002,158,161329,55.945915954030646
03454,2003,180,197329,68.43005069945833
03454,2004,227,281929,97.7677673512134
03454,2005,236,298529,103.52434059493838
03454,2006,236,298529,103.52434059493838
03454,2007,244,314529,109.07284492623958
03454,2008,251,329429,114.23988958476382
03454,2009,253,333429,115.6270156675891
03454,2010,273,374138.8,129.74442201923944
03454,2011,317,477344.3,165.53418225449602
03454,2012,324,496444.3,172.15770929998683
03454,2013,326,501094.3,173.77024337127125
03454,2014,331,516094.3,178.9719661818661
03454,2015,335,524504.2,181.8883640928542
03454,2016,363,605114.2,209.84242247699103
03454,2017,415,777764.2,269.71425202693797
03454,2018,476,1017514.2,352.8551216162793
03454,2019,478,1024714.2,355.35194856536486
03454,2020,484,1045744.2,362.64476394581885
03454,2021,500,1112944.2,385.94848213728386
03454,2022,500,1112944.2,385.94848213728386
03454,2023,505,1135044.2,393.61235374489365
03455,1960,0,0,0
03455,1961,0,0,0
03455,1962,0,0,0
03455,1963,0,0,0
03455,1964,0,0,0
03455,1965,0,0,0
03455,1966,0,0,0
03455,1967,0,0,0
03455,1968,0,0,0
03455,1969,0,0,0
03455,1970,0,0,0
03455,1971,0,0,0
03455,1972,0,0,0
03455,1973,0,0,0
03455,1974,0,0,0
03455,1975,0,0,0
03455,1976,0,0,0
03455,1977,0,0,0
03455,1978,0,0,0
03455,1979,0,0,0
03455,1980,0,0,0
03455,1981,0,0,0
03455,1982,0,0,0
03455,1983,0,0,0
03455,1984,0,0,0
03455,1985,0,0,0
03455,1986,0,0,0
03455,1987,0,0,0
03455,1988,0,0,0
03455,1989,0,0,0
03455,1990,1,75,0.12304360665419825
03455,1991,2,375,0.6152180332709912
03455,1992,6,1700,2.7889884174951605
03455,1993,21,7630,12.517636250287103
03455,1994,29,11930,19.572136365127804
03455,1995,46,20755,34.050267414771795
03455,1996,48,21955,36.01896512123897
03455,1997,48,21955,36.01896512123897
03455,1998,48,21955,36.01896512123897
03455,1999,54,25555,41.92505824064049
03455,2000,60,34855,57.18246546576107
03455,2001,69,48055,78.83814023689996
03455,2002,71,51655,84.74423335630148
03455,2003,75,54955,90.1581520490862
03455,2004,75,54955,90.1581520490862
03455,2005,91,87255,143.14893198149426
03455,2006,95,95255,156.27358335794207
03455,2007,95,95255,156.27358335794207
03455,2008,96,96055,157.58604849558685
03455,2009,98,100355,164.64054861042754
03455,2010,102,107975,177.1417790464941
03455,2011,109,122784.8,201.4384617908587
03455,2012,118,146484.8,240.32024149358531
03455,2013,125,167034.8,274.03418971683567
03455,2014,140,210124.8,344.7268431932277
03455,2015,160,271874.8,446.03274600518426
03455,2016,167,292044.8,479.12327328805327
03455,2017,172,308344.8,505.8647504675657
03455,2018,183,333154.8,546.5675755487745
03455,2019,186,333204.6,546.6492765035929
03455,2020,192,333282.9,546.7777340289399
03455,2021,193,333295.4,546.7982412967157
03455,2022,193,333295.4,546.7982412967157
03455,2023,194,333302.9,546.810545657381
03456,1960,0,0,0
03456,1961,0,0,0
03456,1962,0,0,0
03456,1963,0,0,0
03456,1964,0,0,0
03456,1965,0,0,0
03456,1966,0,0,0
03456,1967,0,0,0
03456,1968,0,0,0
03456,1969,0,0,0
03456,1970,0,0,0
03456,1971,0,0,0
03456,1972,0,0,0
03456,1973,0,0,0
03456,1974,0,0,0
03456,1975,0,0,0
03456,1976,0,0,0
03456,1977,0,0,0
03456,1978,0,0,0
03456,1979,0,0,0
03456,1980,0,0,0
03456,1981,0,0,0
03456,1982,0,0,0
03456,1983,0,0,0
03456,1984,0,0,0
03456,1985,0,0,0
03456,1986,0,0,0
03456,1987,0,0,0
03456,1988,0,0,0
03456,1989,0,0,0
03456,1990,0,0,0
03456,1991,0,0,0
03456,1992,0,0,0
03456,1993,0,0,0
03456,1994,1,80,0.081483820368918
03456,1995,1,80,0.081483820368918
03456,1996,2,680,0.692612473135803
03456,1997,2,680,0.692612473135803
03456,1998,2,680,0.692612473135803
03456,1999,2,680,0.692612473135803
03456,2000,2,680,0.692612473135803
03456,2001,29,45180,46.01798755334644
03456,2002,43,70380,71.68539096955561
03456,2003,47,78380,79.83377300644742
03456,2004,47,78380,79.83377300644742
03456,2005,47,78380,79.83377300644742
03456,2006,49,82380,83.9079640248933
03456,2007,50,84380,85.94505953411625
03456,2008,50,84380,85.94505953411625
03456,2009,50,84380,85.94505953411625
03456,2010,50,84380,85.94505953411625
03456,2011,55,95880,97.65835871214823
03456,2012,59,104080,106.01045029996232
03456,2013,62,113590,115.69683944631744
03456,2014,67,127340,129.70187107222523
03456,2015,71,138690,141.26238808706546
03456,2016,71,138690,141.26238808706546
03456,2017,77,158590,161.53148840383383
03456,2018,88,191590,195.1435643060125
03456,2019,88,191590,195.1435643060125
03456,2020,89,194590,198.19920756984692
03456,2021,90,194619.8,198.22956029293434
03456,2022,90,194619.8,198.22956029293434
03456,2023,90,194619.8,198.22956029293434
03457,1960,0,0,0
03457,1961,0,0,0
03457,1962,0,0,0
03457,1963,0,0,0
03457,1964,0,0,0
03457,1965,0,0,0
