AGS,Jahr,Anlagen_kumuliert,Nettoleistung_kW_kumuliert,Wind_Density_kW_km2_kumuliert
07132,1992,0,0,0
07132,1993,0,0,0
07132,1994,0,0,0
07132,1995,0,0,0
07132,1996,0,0,0
07132,1997,0,0,0
07132,1998,0,0,0
07132,1999,0,0,0
07132,2000,0,0,0
07132,2001,0,0,0
07132,2002,0,0,0
07132,2003,0,0,0
07132,2004,0,0,0
07132,2005,0,0,0
07132,2006,7,16100,25.064607528723105
07132,2007,7,16100,25.064607528723105
07132,2008,7,16100,25.064607528723105
07132,2009,7,16100,25.064607528723105
07132,2010,7,16100,25.064607528723105
07132,2011,7,16100,25.064607528723105
07132,2012,7,16100,25.064607528723105
07132,2013,7,16100,25.064607528723105
07132,2014,7,16100,25.064607528723105
07132,2015,7,16100,25.064607528723105
07132,2016,7,16100,25.064607528723105
07132,2017,8,19300,30.04639287604695
07132,2018,8,19300,30.04639287604695
07132,2019,8,19300,30.04639287604695
07132,2020,8,19300,30.04639287604695
07132,2021,8,19300,30.04639287604695
07132,2022,8,19300,30.04639287604695
07132,2023,8,19300,30.04639287604695
07133,1960,0,0,0
07133,1961,0,0,0
07133,1962,0,0,0
07133,1963,0,0,0
07133,1964,0,0,0
07133,1965,0,0,0
07133,1966,0,0,0
07133,1967,0,0,0
07133,1968,0,0,0
07133,1969,0,0,0
07133,1970,0,0,0
07133,1971,0,0,0
07133,1972,0,0,0
07133,1973,0,0,0
07133,1974,0,0,0
07133,1975,0,0,0
07133,1976,0,0,0
07133,1977,0,0,0
07133,1978,0,0,0
07133,1979,0,0,0
07133,1980,0,0,0
07133,1981,0,0,0
07133,1982,0,0,0
07133,1983,0,0,0
07133,1984,0,0,0
07133,1985,0,0,0
07133,1986,0,0,0
07133,1987,0,0,0
07133,1988,0,0,0
07133,1989,0,0,0
07133,1990,0,0,0
07133,1991,0,0,0
07133,1992,0,0,0
07133,1993,0,0,0
07133,1994,0,0,0
07133,1995,0,0,0
07133,1996,0,0,0
07133,1997,0,0,0
07133,1998,0,0,0
07133,1999,3,2700,3.125397909456065
07133,2000,4,4500,5.208996515760108
07133,2001,10,9900,11.459792334672239
07133,2002,14,14450,16.726666589496347
07133,2003,14,14450,16.726666589496347
07133,2004,14,14450,16.726666589496347
07133,2005,15,16450,19.041776152056396
07133,2006,15,16450,19.041776152056396
07133,2007,15,16450,19.041776152056396
07133,2008,15,16450,19.041776152056396
07133,2009,15,16450,19.041776152056396
07133,2010,15,16450,19.041776152056396
07133,2011,16,18450,21.356885714616446
07133,2012,19,25500,29.517646922640616
07133,2013,35,71470,82.73044021808332
07133,2014,52,118640,137.33229925106207
07133,2015,55,126750,146.72006852724306
07133,2016,60,140930,163.1341953257938
07133,2017,60,140930,163.1341953257938
07133,2018,60,140930,163.1341953257938
07133,2019,60,140930,163.1341953257938
07133,2020,60,140930,163.1341953257938
07133,2021,60,140930,163.1341953257938
07133,2022,60,140930,163.1341953257938
07133,2023,66,162530,188.13737860144232
07134,1960,0,0,0
07134,1961,0,0,0
07134,1962,0,0,0
07134,1963,0,0,0
07134,1964,0,0,0
07134,1965,0,0,0
07134,1966,0,0,0
07134,1967,0,0,0
07134,1968,0,0,0
07134,1969,0,0,0
07134,1970,0,0,0
07134,1971,0,0,0
07134,1972,0,0,0
07134,1973,0,0,0
07134,1974,0,0,0
07134,1975,0,0,0
07134,1976,0,0,0
07134,1977,0,0,0
07134,1978,0,0,0
07134,1979,0,0,0
07134,1980,0,0,0
07134,1981,0,0,0
07134,1982,0,0,0
07134,1983,0,0,0
07134,1984,0,0,0
07134,1985,0,0,0
07134,1986,0,0,0
07134,1987,0,0,0
07134,1988,0,0,0
07134,1989,0,0,0
07134,1990,0,0,0
07134,1991,0,0,0
07134,1992,0,0,0
07134,1993,0,0,0
07134,1994,0,0,0
07134,1995,1,500,0.6436331805777251
07134,1996,6,3000,3.8617990834663507
07134,1997,6,3000,3.8617990834663507
07134,1998,6,3000,3.8617990834663507
07134,1999,6,3000,3.8617990834663507
07134,2000,7,4500,5.792698625199526
07134,2001,7,4500,5.792698625199526
07134,2002,9,7000,9.01086452808815
07134,2003,15,14600,18.794088872869573
07134,2004,21,25600,32.954018845579526
07134,2005,21,25600,32.954018845579526
07134,2006,29,41600,53.55028062406673
07134,2007,29,41600,53.55028062406673
07134,2008,31,45600,58.69934606868853
07134,2009,31,45600,58.69934606868853
07134,2010,32,48100,61.917511971577156
07134,2011,32,48100,61.917511971577156
07134,2012,34,50103.5,64.4965501261521
07134,2013,43,69267.6,89.16585139797127
07134,2014,62,119124.1,153.344446732918
07134,2015,62,119124.1,153.344446732918
07134,2016,66,131924.1,169.82145615570775
07134,2017,71,143724.1,185.01119921734204
07134,2018,72,147324.1,189.64535811750167
07134,2019,74,153274.1,197.3045929663766
07134,2020,74,153274.1,197.3045929663766
07134,2021,74,153274.1,197.3045929663766
07134,2022,74,153274.1,197.3045929663766
07134,2023,74,153274.1,197.3045929663766
07135,1960,0,0,0
07135,1961,0,0,0
07135,1962,0,0,0
07135,1963,0,0,0
07135,1964,0,0,0
07135,1965,0,0,0
07135,1966,0,0,0
07135,1967,0,0,0
07135,1968,0,0,0
07135,1969,0,0,0
07135,1970,0,0,0
07135,1971,0,0,0
07135,1972,0,0,0
07135,1973,0,0,0
07135,1974,0,0,0
07135,1975,0,0,0
07135,1976,0,0,0
07135,1977,0,0,0
07135,1978,0,0,0
07135,1979,0,0,0
07135,1980,0,0,0
07135,1981,0,0,0
07135,1982,0,0,0
07135,1983,0,0,0
07135,1984,0,0,0
07135,1985,0,0,0
07135,1986,0,0,0
07135,1987,0,0,0
07135,1988,0,0,0
07135,1989,0,0,0
07135,1990,0,0,0
07135,1991,0,0,0
07135,1992,0,0,0
07135,1993,0,0,0
07135,1994,0,0,0
07135,1995,0,0,0
07135,1996,4,2400,3.4659041677497617
07135,1997,6,3400,4.910030904312162
07135,1998,6,3400,4.910030904312162
07135,1999,6,3400,4.910030904312162
07135,2000,6,3400,4.910030904312162
07135,2001,10,5800,8.375935072061925
07135,2002,10,5800,8.375935072061925
07135,2003,14,11800,17.040695491436328
07135,2004,14,11800,17.040695491436328
07135,2005,17,17800,25.70545591081073
07135,2006,31,39400,56.89859342055858
07135,2007,31,39400,56.89859342055858
07135,2008,32,41400,59.78684689368339
07135,2009,48,71300,102.96623631689917
07135,2010,54,81700,117.98515437714813
07135,2011,59,91700,132.42642174277213
07135,2012,61,95700,138.20292868902175
07135,2013,64,99300,143.4017849406464
07135,2014,65,101600,146.72327643473992
07135,2015,66,103900,150.04476792883344
07135,2016,72,121390,175.3025445513098
07135,2017,73,123790,178.76844871905956
07135,2018,73,123790,178.76844871905956
07135,2019,73,123790,178.76844871905956
07135,2020,78,140290,202.59653987233918
07135,2021,78,140290,202.59653987233918
07135,2022,79,144490,208.66187216590126
07135,2023,80,150090,216.74898189065073
07137,1960,0,0,0
07137,1961,0,0,0
07137,1962,0,0,0
07137,1963,0,0,0
07137,1964,0,0,0
07137,1965,0,0,0
07137,1966,0,0,0
07137,1967,0,0,0
07137,1968,0,0,0
07137,1969,0,0,0
07137,1970,0,0,0
07137,1971,0,0,0
07137,1972,0,0,0
07137,1973,0,0,0
07137,1974,0,0,0
07137,1975,0,0,0
07137,1976,0,0,0
07137,1977,0,0,0
07137,1978,0,0,0
07137,1979,0,0,0
07137,1980,0,0,0
07137,1981,0,0,0
07137,1982,0,0,0
07137,1983,0,0,0
07137,1984,0,0,0
07137,1985,0,0,0
07137,1986,0,0,0
07137,1987,0,0,0
07137,1988,0,0,0
07137,1989,0,0,0
07137,1990,0,0,0
07137,1991,0,0,0
07137,1992,0,0,0
07137,1993,0,0,0
07137,1994,0,0,0
07137,1995,0,0,0
07137,1996,0,0,0
07137,1997,0,0,0
07137,1998,0,0,0
07137,1999,0,0,0
07137,2000,0,0,0
07137,2001,2,1320,1.6143629381405475
07137,2002,2,1320,1.6143629381405475
07137,2003,2,1320,1.6143629381405475
07137,2004,2,1320,1.6143629381405475
07137,2005,2,1320,1.6143629381405475
07137,2006,2,1320,1.6143629381405475
07137,2007,2,1320,1.6143629381405475
07137,2008,2,1320,1.6143629381405475
07137,2009,2,1320,1.6143629381405475
07137,2010,2,1320,1.6143629381405475
07137,2011,6,9320,11.398380745052956
07137,2012,12,21870,26.7470586796468
07137,2013,12,21870,26.7470586796468
07137,2014,12,21870,26.7470586796468
07137,2015,17,37120,45.397842624073576
07137,2016,19,42680,52.1977349998777
07137,2017,19,42680,52.1977349998777
07137,2018,19,42680,52.1977349998777
07137,2019,19,42680,52.1977349998777
07137,2020,19,42680,52.1977349998777
07137,2021,24,58280,71.2765697233569
07137,2022,24,58280,71.2765697233569
07137,2023,26,58282,71.27901572780863
07138,1960,0,0,0
07138,1961,0,0,0
07138,1962,0,0,0
07138,1963,0,0,0
07138,1964,0,0,0
07138,1965,0,0,0
07138,1966,0,0,0
07138,1967,0,0,0
07138,1968,0,0,0
07138,1969,0,0,0
07138,1970,0,0,0
07138,1971,0,0,0
07138,1972,0,0,0
07138,1973,0,0,0
07138,1974,0,0,0
07138,1975,0,0,0
07138,1976,0,0,0
07138,1977,0,0,0
07138,1978,0,0,0
07138,1979,0,0,0
07138,1980,0,0,0
07138,1981,0,0,0
07138,1982,0,0,0
07138,1983,0,0,0
07138,1984,0,0,0
07138,1985,0,0,0
07138,1986,0,0,0
07138,1987,0,0,0
07138,1988,0,0,0
07138,1989,0,0,0
07138,1990,0,0,0
07138,1991,0,0,0
07138,1992,0,0,0
07138,1993,0,0,0
07138,1994,0,0,0
07138,1995,0,0,0
07138,1996,0,0,0
07138,1997,0,0,0
07138,1998,0,0,0
07138,1999,0,0,0
07138,2000,0,0,0
07138,2001,0,0,0
07138,2002,0,0,0
07138,2003,0,0,0
07138,2004,0,0,0
07138,2005,0,0,0
07138,2006,0,0,0
07138,2007,0,0,0
07138,2008,0,0,0
07138,2009,0,0,0
07138,2010,0,0,0
07138,2011,0,0,0
07138,2012,0,0,0
07138,2013,1,6,0.0095687675427404955
07138,2014,1,6,0.0095687675427404955
07138,2015,1,6,0.0095687675427404955
07138,2016,1,6,0.0095687675427404955
07138,2017,1,6,0.0095687675427404955
07138,2018,1,6,0.0095687675427404955
07138,2019,1,6,0.0095687675427404955
07138,2020,1,6,0.0095687675427404955
07138,2021,1,6,0.0095687675427404955
07138,2022,1,6,0.0095687675427404955
07138,2023,2,6.6,0.010525644297014544
07140,1960,0,0,0
07140,1961,0,0,0
07140,1962,0,0,0
07140,1963,0,0,0
07140,1964,0,0,0
07140,1965,0,0,0
07140,1966,0,0,0
07140,1967,0,0,0
07140,1968,0,0,0
07140,1969,0,0,0
07140,1970,0,0,0
07140,1971,0,0,0
07140,1972,0,0,0
07140,1973,0,0,0
07140,1974,0,0,0
07140,1975,0,0,0
07140,1976,0,0,0
07140,1977,0,0,0
07140,1978,0,0,0
07140,1979,0,0,0
07140,1980,0,0,0
07140,1981,0,0,0
07140,1982,0,0,0
07140,1983,0,0,0
07140,1984,0,0,0
07140,1985,0,0,0
07140,1986,0,0,0
07140,1987,0,0,0
07140,1988,0,0,0
07140,1989,0,0,0
07140,1990,0,0,0
07140,1991,0,0,0
07140,1992,0,0,0
07140,1993,0,0,0
07140,1994,0,0,0
07140,1995,0,0,0
07140,1996,0,0,0
07140,1997,1,600,0.6054062780631034
07140,1998,1,600,0.6054062780631034
07140,1999,1,600,0.6054062780631034
07140,2000,1,600,0.6054062780631034
07140,2001,4,5100,5.145953363536379
07140,2002,12,16600,16.749573693079196
07140,2003,12,16600,16.749573693079196
07140,2004,12,16600,16.749573693079196
07140,2005,12,16600,16.749573693079196
07140,2006,19,32100,32.389235876376034
07140,2007,36,67000,67.60370105037988
07140,2008,47,89000,89.80193124602701
07140,2009,57,109150,110.1334920843129
07140,2010,69,135450,136.6704672727456
07140,2011,112,238320,240.4673736466647
07140,2012,141,336705,339.7388680920621
07140,2013,194,486975,491.36287043296636
07140,2014,227,573845,579.0156093918694
07140,2015,249,633885,639.5965976167173
07140,2016,255,651785,657.6578849122665
07140,2017,268,692885,699.1282149595891
07140,2018,273,707355,713.7285963655443
07140,2019,274,709655,716.0493204314529
07140,2020,274,709655,716.0493204314529
07140,2021,275,715355,721.8006800730524
07140,2022,276,719555,726.038524019494
07140,2023,281,733205,739.8115168454297
07141,1960,0,0,0
07141,1961,0,0,0
07141,1962,0,0,0
07141,1963,0,0,0
07141,1964,0,0,0
07141,1965,0,0,0
07141,1966,0,0,0
07141,1967,0,0,0
07141,1968,0,0,0
07141,1969,0,0,0
07141,1970,0,0,0
07141,1971,0,0,0
07141,1972,0,0,0
07141,1973,0,0,0
07141,1974,0,0,0
07141,1975,0,0,0
07141,1976,0,0,0
07141,1977,0,0,0
07141,1978,0,0,0
07141,1979,0,0,0
07141,1980,0,0,0
07141,1981,0,0,0
07141,1982,0,0,0
07141,1983,0,0,0
07141,1984,0,0,0
07141,1985,0,0,0
07141,1986,0,0,0
07141,1987,0,0,0
07141,1988,0,0,0
07141,1989,0,0,0
07141,1990,0,0,0
07141,1991,1,150,0.19177171495052292
07141,1992,1,150,0.19177171495052292
07141,1993,1,150,0.19177171495052292
07141,1994,1,150,0.19177171495052292
07141,1995,1,150,0.19177171495052292
07141,1996,1,150,0.19177171495052292
07141,1997,1,150,0.19177171495052292
07141,1998,1,150,0.19177171495052292
07141,1999,1,150,0.19177171495052292
07141,2000,3,1350,1.7259454345547063
07141,2001,10,8350,10.675292132245776
07141,2002,13,10150,12.976552711652051
07141,2003,13,10150,12.976552711652051
07141,2004,13,10150,12.976552711652051
07141,2005,13,10150,12.976552711652051
07141,2006,13,10150,12.976552711652051
07141,2007,13,10150,12.976552711652051
07141,2008,13,10150,12.976552711652051
07141,2009,13,10150,12.976552711652051
07141,2010,13,10150,12.976552711652051
07141,2011,13,10150,12.976552711652051
07141,2012,13,10150,12.976552711652051
07141,2013,14,10950,13.999335191388173
07141,2014,14,10950,13.999335191388173
07141,2015,14,10950,13.999335191388173
07141,2016,14,10950,13.999335191388173
07141,2017,15,10979.8,14.037433838758343
07141,2018,15,10979.8,14.037433838758343
07141,2019,15,10979.8,14.037433838758343
07141,2020,15,10979.8,14.037433838758343
07141,2021,15,10979.8,14.037433838758343
07141,2022,15,10979.8,14.037433838758343
07141,2023,15,10979.8,14.037433838758343
07143,1960,0,0,0
07143,1961,0,0,0
07143,1962,0,0,0
07143,1963,0,0,0
07143,1964,0,0,0
07143,1965,0,0,0
07143,1966,0,0,0
07143,1967,0,0,0
07143,1968,0,0,0
07143,1969,0,0,0
07143,1970,0,0,0
07143,1971,0,0,0
07143,1972,0,0,0
07143,1973,0,0,0
07143,1974,0,0,0
07143,1975,0,0,0
07143,1976,0,0,0
07143,1977,0,0,0
07143,1978,0,0,0
07143,1979,0,0,0
07143,1980,0,0,0
07143,1981,0,0,0
07143,1982,0,0,0
07143,1983,0,0,0
07143,1984,0,0,0
07143,1985,0,0,0
07143,1986,0,0,0
07143,1987,0,0,0
07143,1988,0,0,0
07143,1989,0,0,0
07143,1990,0,0,0
07143,1991,1,150,0.1516622179082747
07143,1992,1,150,0.1516622179082747
07143,1993,5,650,0.6572029442691903
07143,1994,7,1400,1.4155140338105638
07143,1995,10,2500,2.5277036318045782
07143,1996,16,5200,5.257623554153523
07143,1997,22,8200,8.290867912319017
07143,1998,26,10250,10.363584890398771
07143,1999,26,10250,10.363584890398771
07143,2000,27,10850,10.970233762031869
07143,2001,28,11850,11.981315214753701
07143,2002,30,13450,13.599045539108632
07143,2003,33,18000,18.199466148992965
07143,2004,47,38800,39.229960365607056
07143,2005,47,38800,39.229960365607056
07143,2006,59,62800,63.495915230931004
07143,2007,61,66800,67.54024104181833
07143,2008,61,66800,67.54024104181833
07143,2009,63,70800,71.58456685270566
07143,2010,70,84800,85.7397071908113
07143,2011,74,88000,88.97516783952115
07143,2012,74,88000,88.97516783952115
07143,2013,75,91200,92.21062848823101
07143,2014,85,116550,117.84154331472944
07143,2015,91,134900,136.39488797217504
07143,2016,94,142490,144.06899619833374
07143,2017,97,151490,153.16872927283023
07143,2018,99,157950,159.70031545741327
07143,2019,99,157950,159.70031545741327
07143,2020,99,157950,159.70031545741327
07143,2021,101,165650,167.48564264337136
07143,2022,101,165650,167.48564264337136
07143,2023,101,165650,167.48564264337136
07231,1960,0,0,0
07231,1961,0,0,0
07231,1962,0,0,0
07231,1963,0,0,0
07231,1964,0,0,0
07231,1965,0,0,0
07231,1966,0,0,0
07231,1967,0,0,0
07231,1968,0,0,0
07231,1969,0,0,0
07231,1970,0,0,0
07231,1971,0,0,0
07231,1972,0,0,0
07231,1973,0,0,0
07231,1974,0,0,0
07231,1975,0,0,0
07231,1976,0,0,0
07231,1977,0,0,0
07231,1978,0,0,0
07231,1979,0,0,0
07231,1980,0,0,0
07231,1981,0,0,0
07231,1982,0,0,0
07231,1983,0,0,0
07231,1984,0,0,0
07231,1985,0,0,0
07231,1986,0,0,0
07231,1987,0,0,0
07231,1988,0,0,0
07231,1989,0,0,0
07231,1990,0,0,0
07231,1991,0,0,0
07231,1992,0,0,0
07231,1993,0,0,0
07231,1994,0,0,0
07231,1995,0,0,0
07231,1996,0,0,0
07231,1997,0,0,0
07231,1998,0,0,0
07231,1999,1,1000,0.8562376915831834
07231,2000,1,1000,0.8562376915831834
07231,2001,2,2500,2.1405942289579585
07231,2002,2,2500,2.1405942289579585
07231,2003,2,2500,2.1405942289579585
07231,2004,2,2500,2.1405942289579585
07231,2005,4,7100,6.079287610240602
07231,2006,4,7100,6.079287610240602
07231,2007,4,7100,6.079287610240602
07231,2008,4,7100,6.079287610240602
07231,2009,4,7100,6.079287610240602
07231,2010,4,7100,6.079287610240602
07231,2011,6,11700,10.017980991523245
07231,2012,7,14000,11.987327682164567
07231,2013,7,14000,11.987327682164567
07231,2014,7,14000,11.987327682164567
07231,2015,13,32300,27.656477438136825
07231,2016,23,65050,55.69826183748608
07231,2017,34,96054,82.24505522733111
07231,2018,56,162054,138.75674287182122
07231,2019,62,187254,160.33393269971742
07231,2020,63,191454,163.93013100436679
07231,2021,63,191454,163.93013100436679
07231,2022,66,207054,177.28743899306446
07231,2023,66,207054,177.28743899306446
07232,1960,0,0,0
07232,1961,0,0,0
07232,1962,0,0,0
07232,1963,0,0,0
07232,1964,0,0,0
07232,1965,0,0,0
07232,1966,0,0,0
07232,1967,0,0,0
07232,1968,0,0,0
07232,1969,0,0,0
07232,1970,0,0,0
07232,1971,0,0,0
07232,1972,0,0,0
07232,1973,0,0,0
07232,1974,0,0,0
07232,1975,0,0,0
07232,1976,0,0,0
07232,1977,0,0,0
07232,1978,0,0,0
07232,1979,0,0,0
07232,1980,0,0,0
07232,1981,0,0,0
07232,1982,0,0,0
07232,1983,0,0,0
07232,1984,0,0,0
07232,1985,0,0,0
07232,1986,0,0,0
07232,1987,0,0,0
07232,1988,0,0,0
07232,1989,0,0,0
07232,1990,0,0,0
07232,1991,0,0,0
07232,1992,0,0,0
07232,1993,0,0,0
07232,1994,9,4250,2.6122178036472707
07232,1995,14,6520,4.007449430536519
07232,1996,14,6520,4.007449430536519
07232,1997,15,7030,4.320915566974191
07232,1998,25,12230,7.517040879672028
07232,1999,33,17930,11.020485933975426
07232,2000,52,39130,24.050842978051225
07232,2001,78,79530,48.88227809978057
07232,2002,89,92480,56.84185940736461
07232,2003,105,118080,72.57663017756934
07232,2004,120,146180,89.84799965580189
07232,2005,144,182480,112.15941289636564
07232,2006,162,219680,135.0240016718194
07232,2007,183,259680,159.60958100026428
07232,2008,189,271680,166.98525479879777
07232,2009,199,289480,177.92583759995574
07232,2010,217,324980,199.7455392539506
07232,2011,237,368580,226.54382072195554
07232,2012,245,386680,237.66879536807684
07232,2013,248,390983.5,240.31389638407592
07232,2014,252,398638.1,245.01871577226376
07232,2015,254,403338.1,247.90752134335602
07232,2016,254,403338.1,247.90752134335602
07232,2017,261,420718.1,258.5899555615653
07232,2018,265,434968.1,267.34856819732386
07232,2019,271,456568.1,280.6247810346841
07232,2020,271,456568.1,280.6247810346841
07232,2021,271,456568.1,280.6247810346841
07232,2022,271,456568.1,280.6247810346841
07232,2023,273,464968.1,285.7877526936575
07233,1960,0,0,0
07233,1961,0,0,0
07233,1962,0,0,0
07233,1963,0,0,0
07233,1964,0,0,0
07233,1965,0,0,0
07233,1966,0,0,0
07233,1967,0,0,0
07233,1968,0,0,0
07233,1969,0,0,0
07233,1970,0,0,0
07233,1971,0,0,0
07233,1972,0,0,0
07233,1973,0,0,0
07233,1974,0,0,0
07233,1975,0,0,0
07233,1976,0,0,0
07233,1977,0,0,0
07233,1978,0,0,0
07233,1979,0,0,0
07233,1980,0,0,0
07233,1981,0,0,0
07233,1982,0,0,0
07233,1983,0,0,0
07233,1984,0,0,0
07233,1985,0,0,0
07233,1986,0,0,0
07233,1987,0,0,0
07233,1988,0,0,0
07233,1989,0,0,0
07233,1990,0,0,0
07233,1991,3,900,0.987210144132681
07233,1992,3,900,0.987210144132681
07233,1993,4,1200,1.316280192176908
07233,1994,4,1200,1.316280192176908
07233,1995,4,1200,1.316280192176908
07233,1996,4,1200,1.316280192176908
07233,1997,9,4700,5.15543075269289
07233,1998,13,6700,7.349231072987737
07233,1999,17,10200,11.188381633503719
07233,2000,42,40200,44.09538643792642
07233,2001,49,47500,52.102757607002616
07233,2002,56,56600,62.084549064344166
07233,2003,61,62900,68.99502007327294
07233,2004,67,73900,81.06092183489459
07233,2005,76,87400,95.86907399688481
07233,2006,77,89400,98.06287431717965
07233,2007,77,89400,98.06287431717965
07233,2008,77,89400,98.06287431717965
07233,2009,78,90200,98.9403944452976
07233,2010,79,91000,99.81791457341554
07233,2011,79,91000,99.81791457341554
07233,2012,79,91000,99.81791457341554
07233,2013,80,93300,102.3407849417546
07233,2014,81,95300,104.53458526204945
07233,2015,81,95300,104.53458526204945
07233,2016,92,128650,141.11620560296603
07233,2017,109,180750,198.2647039466468
07233,2018,109,180750,198.2647039466468
07233,2019,109,180750,198.2647039466468
07233,2020,109,180750,198.2647039466468
07233,2021,109,180750,198.2647039466468
07233,2022,109,180750,198.2647039466468
07233,2023,109,180750,198.2647039466468
07235,1960,0,0,0
07235,1961,0,0,0
07235,1962,0,0,0
07235,1963,0,0,0
07235,1964,0,0,0
07235,1965,0,0,0
07235,1966,0,0,0
07235,1967,0,0,0
07235,1968,0,0,0
07235,1969,0,0,0
07235,1970,0,0,0
07235,1971,0,0,0
07235,1972,0,0,0
07235,1973,0,0,0
07235,1974,0,0,0
07235,1975,0,0,0
07235,1976,0,0,0
07235,1977,0,0,0
07235,1978,0,0,0
07235,1979,0,0,0
07235,1980,0,0,0
07235,1981,0,0,0
07235,1982,0,0,0
07235,1983,0,0,0
07235,1984,0,0,0
07235,1985,0,0,0
07235,1986,0,0,0
07235,1987,0,0,0
07235,1988,0,0,0
07235,1989,0,0,0
07235,1990,0,0,0
07235,1991,0,0,0
07235,1992,0,0,0
07235,1993,0,0,0
07235,1994,0,0,0
07235,1995,1,270,0.24496461622210125
07235,1996,1,270,0.24496461622210125
07235,1997,1,270,0.24496461622210125
07235,1998,1,270,0.24496461622210125
07235,1999,7,6790,6.160406459807657
07235,2000,10,10050,9.118127381600434
07235,2001,11,11550,10.479041916167665
07235,2002,28,31150,28.261658501179458
07235,2003,28,31150,28.261658501179458
07235,2004,31,36650,33.251678461259296
07235,2005,37,48650,44.138994737797134
07235,2006,46,65150,59.10905461803665
07235,2007,50,73150,66.36726546906188
07235,2008,50,73150,66.36726546906188
07235,2009,54,79650,72.26456178551986
07235,2010,59,86050,78.07113046634004
07235,2011,61,89850,81.51878062057702
07235,2012,67,102350,92.85973507530393
07235,2013,70,110000,99.8003992015968
07235,2014,73,116900,106.06060606060606
07235,2015,73,116900,106.06060606060606
07235,2016,74,119200,108.1473416802758
07235,2017,74,119200,108.1473416802758
07235,2018,75,121500,110.23407729994555
07235,2019,77,128400,116.49428415895481
07235,2020,82,144500,131.10143349664307
07235,2021,85,161000,146.0714933768826
07235,2022,85,161000,146.0714933768826
07235,2023,93,193400,175.46724732353474
07315,1960,0,0,0
07315,1961,0,0,0
07315,1962,0,0,0
07315,1963,0,0,0
07315,1964,0,0,0
07315,1965,0,0,0
07315,1966,0,0,0
07315,1967,0,0,0
07315,1968,0,0,0
07315,1969,0,0,0
07315,1970,0,0,0
07315,1971,0,0,0
07315,1972,0,0,0
07315,1973,0,0,0
07315,1974,0,0,0
07315,1975,0,0,0
07315,1976,0,0,0
07315,1977,0,0,0
07315,1978,0,0,0
07315,1979,0,0,0
07315,1980,0,0,0
07315,1981,0,0,0
07315,1982,0,0,0
07315,1983,0,0,0
07315,1984,0,0,0
07315,1985,0,0,0
07315,1986,0,0,0
07315,1987,0,0,0
07315,1988,0,0,0
07315,1989,0,0,0
07315,1990,0,0,0
07315,1991,0,0,0
07315,1992,0,0,0
07315,1993,0,0,0
07315,1994,0,0,0
07315,1995,0,0,0
07315,1996,0,0,0
07315,1997,0,0,0
07315,1998,0,0,0
07315,1999,0,0,0
07315,2000,3,1800,18.418090657935128
07315,2001,4,2400,24.55745421058017
07315,2002,4,2400,24.55745421058017
07315,2003,4,2400,24.55745421058017
07315,2004,4,2400,24.55745421058017
07315,2005,4,2400,24.55745421058017
07315,2006,6,6400,65.48654456154712
07315,2007,6,6400,65.48654456154712
07315,2008,6,6400,65.48654456154712
07315,2009,6,6400,65.48654456154712
07315,2010,6,6400,65.48654456154712
07315,2011,6,6400,65.48654456154712
07315,2012,6,6400,65.48654456154712
07315,2013,6,6400,65.48654456154712
07315,2014,6,6400,65.48654456154712
07315,2015,6,6400,65.48654456154712
07315,2016,6,6400,65.48654456154712
07315,2017,6,6400,65.48654456154712
07315,2018,6,6400,65.48654456154712
07315,2019,7,10600,108.4620894300624
07315,2020,7,10600,108.4620894300624
07315,2021,7,10600,108.4620894300624
07315,2022,8,15900,162.6931341450936
07315,2023,8,15900,162.6931341450936
07316,1960,0,0,0
07316,1961,0,0,0
07316,1962,0,0,0
07316,1963,0,0,0
07316,1964,0,0,0
07316,1965,0,0,0
07316,1966,0,0,0
07316,1967,0,0,0
07316,1968,0,0,0
07316,1969,0,0,0
07316,1970,0,0,0
07316,1971,0,0,0
07316,1972,0,0,0
07316,1973,0,0,0
07316,1974,0,0,0
07316,1975,0,0,0
07316,1976,0,0,0
07316,1977,0,0,0
07316,1978,0,0,0
07316,1979,0,0,0
07316,1980,0,0,0
07316,1981,0,0,0
07316,1982,0,0,0
07316,1983,0,0,0
07316,1984,0,0,0
07316,1985,0,0,0
07316,1986,0,0,0
07316,1987,0,0,0
07316,1988,0,0,0
07316,1989,0,0,0
07316,1990,0,0,0
07316,1991,0,0,0
07316,1992,0,0,0
07316,1993,0,0,0
07316,1994,0,0,0
07316,1995,0,0,0
07316,1996,0,0,0
07316,1997,0,0,0
07316,1998,0,0,0
07316,1999,0,0,0
07316,2000,0,0,0
07316,2001,0,0,0
07316,2002,0,0,0
07316,2003,0,0,0
07316,2004,0,0,0
07316,2005,2,3000,25.621316935690494
07316,2006,2,3000,25.621316935690494
07316,2007,2,3000,25.621316935690494
07316,2008,2,3000,25.621316935690494
07316,2009,2,3000,25.621316935690494
07316,2010,2,3000,25.621316935690494
07316,2011,2,3000,25.621316935690494
07316,2012,2,3000,25.621316935690494
07316,2013,2,3000,25.621316935690494
07316,2014,2,3000,25.621316935690494
07316,2015,2,3000,25.621316935690494
07316,2016,2,3000,25.621316935690494
07316,2017,2,3000,25.621316935690494
07316,2018,2,3000,25.621316935690494
07316,2019,2,3000,25.621316935690494
07316,2020,2,3000,25.621316935690494
07316,2021,2,3000,25.621316935690494
07316,2022,2,3000,25.621316935690494
07316,2023,2,3000,25.621316935690494
